Employment-Based,All_Chargeability_Except_Listed,INDIA,MEXICO,PHILIPPINES,CHINA-MAINLAND,DOMINICAN REPUBLIC,EL SALVADOR  GUATEMALA  HONDURAS,VIETNAM,time,Preference
2nd,2022-11-22,2012-03-01,2022-11-22,2022-11-22,2020-01-01,2022-11-22,2022-11-22,2022-11-22,2024-03-01,E2
3rd,2022-09-08,2012-07-01,2022-09-08,2022-09-08,2020-09-01,2022-09-08,2022-09-08,2022-09-08,2024-03-01,E3
Other Workers,2020-09-08,2012-07-01,2020-09-08,2020-05-01,2017-01-01,2020-09-08,2020-09-08,2020-09-08,2024-03-01,E3_U
4th,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2024-03-01,E4
Certain Religious Workers,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2024-03-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-03-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-03-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-03-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-03-01,E5
1st,C,2021-03-01,C,C,2022-09-01,C,C,C,2024-04-01,E1
2nd,2023-01-15,2012-04-15,2023-01-15,2023-01-15,2020-02-01,2023-01-15,2023-01-15,2023-01-15,2024-04-01,E2
3rd,2022-11-22,2012-08-15,2022-11-22,2022-11-22,2020-09-01,2022-11-22,2022-11-22,2022-11-22,2024-04-01,E3
Other Workers,2020-10-08,2012-08-15,2020-10-08,2020-05-01,2017-01-01,2020-10-08,2020-10-08,2020-10-08,2024-04-01,E3_U
4th,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2024-04-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2024-04-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-04-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-04-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-04-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-04-01,E5
1st,C,2021-03-01,C,C,2022-09-01,C,C,C,2024-05-01,E1
2nd,2023-01-15,2012-04-15,2023-01-15,2023-01-15,2020-02-01,2023-01-15,2023-01-15,2023-01-15,2024-05-01,E2
3rd,2022-11-22,2012-08-15,2022-11-22,2022-11-22,2020-09-01,2022-11-22,2022-11-22,2022-11-22,2024-05-01,E3
Other Workers,2020-10-08,2012-08-15,2020-10-08,2020-05-01,2017-01-01,2020-10-08,2020-10-08,2020-10-08,2024-05-01,E3_U
4th,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2024-05-01,E4
Certain Religious Workers,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2024-05-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-05-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-05-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-05-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-05-01,E5
1st,C,2021-03-01,C,C,2022-09-01,C,C,C,2024-06-01,E1
2nd,2023-01-15,2012-04-15,2023-01-15,2023-01-15,2020-02-01,2023-01-15,2023-01-15,2023-01-15,2024-06-01,E2
3rd,2022-11-22,2012-08-22,2022-11-22,2022-11-22,2020-09-01,2022-11-22,2022-11-22,2022-11-22,2024-06-01,E3
Other Workers,2020-10-08,2012-08-22,2020-10-08,2020-05-01,2017-01-01,2020-10-08,2020-10-08,2020-10-08,2024-06-01,E3_U
4th,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2024-06-01,E4
Certain Religious Workers,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2024-06-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-06-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-06-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-06-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-06-01,E5
1st,C,2022-02-01,C,C,2022-11-01,C,C,C,2024-07-01,E1
2nd,2023-03-15,2012-06-15,2023-03-15,2023-03-15,2020-03-01,2023-03-15,2023-03-15,2023-03-15,2024-07-01,E2
3rd,2021-12-01,2012-09-22,2021-12-01,2021-12-01,2020-09-01,2021-12-01,2021-12-01,2021-12-01,2024-07-01,E3
Other Workers,2021-01-01,2012-09-22,2021-01-01,2020-05-01,2017-01-01,2021-01-01,2021-01-01,2021-01-01,2024-07-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-07-01,E4
Certain Religious Workers,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-07-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-07-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-07-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-07-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-07-01,E5
1st,C,2022-02-01,C,C,2022-11-01,C,C,C,2024-08-01,E1
2nd,2023-03-15,2012-07-15,2023-03-15,2023-03-15,2020-03-01,2023-03-15,2023-03-15,2023-03-15,2024-08-01,E2
3rd,2021-12-01,2012-10-22,2021-12-01,2021-12-01,2020-09-01,2021-12-01,2021-12-01,2021-12-01,2024-08-01,E3
Other Workers,2021-01-01,2012-10-22,2021-01-01,2020-05-01,2017-01-01,2021-01-01,2021-01-01,2021-01-01,2024-08-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-08-01,E4
Certain Religious Workers,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-08-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-08-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-08-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-08-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-08-01,E5
1st,C,2022-02-01,C,C,2022-11-01,C,C,C,2024-09-01,E1
2nd,2023-03-15,2012-07-15,2023-03-15,2023-03-15,2020-03-01,2023-03-15,2023-03-15,2023-03-15,2024-09-01,E2
3rd,2020-12-01,2012-10-22,2020-12-01,2020-12-01,2020-09-01,2020-12-01,2020-12-01,2020-12-01,2024-09-01,E3
Other Workers,2020-12-01,2012-10-22,2020-12-01,2020-05-01,2017-01-01,2020-12-01,2020-12-01,2020-12-01,2024-09-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-09-01,E4
Certain Religious Workers,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-09-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-09-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-09-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-09-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-09-01,E5
1st,C,2022-02-01,C,C,2022-11-08,C,C,C,2024-10-01,E1
2nd,2023-03-15,2012-07-15,2023-03-15,2023-03-15,2020-03-22,2023-03-15,2023-03-15,2023-03-15,2024-10-01,E2
3rd,2022-11-15,2012-11-01,2022-11-15,2022-11-15,2020-04-01,2022-11-15,2022-11-15,2022-11-15,2024-10-01,E3
Other Workers,2020-12-01,2012-11-01,2020-12-01,2020-12-01,2017-01-01,2020-12-01,2020-12-01,2020-12-01,2024-10-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-10-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2024-10-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2022-01-01,C,C,2016-07-15,C,C,C,2024-10-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-10-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-10-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-10-01,E5
1st,C,2022-02-01,C,C,2022-11-08,C,C,C,2024-11-01,E1
2nd,2023-03-15,2012-07-15,2023-03-15,2023-03-15,2020-03-22,2023-03-15,2023-03-15,2023-03-15,2024-11-01,E2
3rd,2022-11-15,2012-11-01,2022-11-15,2022-11-15,2020-04-01,2022-11-15,2022-11-15,2022-11-15,2024-11-01,E3
Other Workers,2020-12-01,2012-11-01,2020-12-01,2020-12-01,2017-01-01,2020-12-01,2020-12-01,2020-12-01,2024-11-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-11-01,E4
Certain Religious Workers,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-11-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2022-01-01,C,C,2016-07-15,C,C,C,2024-11-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-11-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-11-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-11-01,E5
1st,C,2022-02-01,C,C,2022-11-08,C,C,C,2024-12-01,E1
2nd,2023-03-15,2012-08-01,2023-03-15,2023-03-15,2020-03-22,2023-03-15,2023-03-15,2023-03-15,2024-12-01,E2
3rd,2022-11-15,2012-11-08,2022-11-15,2022-11-15,2020-04-01,2022-11-15,2022-11-15,2022-11-15,2024-12-01,E3
Other Workers,2020-12-01,2012-11-08,2020-12-01,2020-12-01,2017-01-01,2020-12-01,2020-12-01,2020-12-01,2024-12-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-12-01,E4
Certain Religious Workers,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2024-12-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2022-01-01,C,C,2016-07-15,C,C,C,2024-12-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-12-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-12-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-12-01,E5
1st,C,2022-02-01,C,C,2022-11-08,C,C,C,2025-01-01,E1
2nd,2023-04-01,2012-10-01,2023-04-01,2023-04-01,2020-04-22,2023-04-01,2023-04-01,2023-04-01,2025-01-01,E2
3rd,2022-12-01,2012-12-01,2022-12-01,2022-12-01,2020-06-01,2022-12-01,2022-12-01,2022-12-01,2025-01-01,E3
Other Workers,2020-12-08,2012-12-01,2020-12-08,2020-12-08,2017-01-01,2020-12-08,2020-12-08,2020-12-08,2025-01-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2025-01-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2025-01-01,E4_R
"5th Unreserved (including C5, T5, I5, R5, NU, RU)",C,2022-01-01,C,C,2016-07-15,C,C,C,2025-01-01,E5
"5th Set Aside: Rural (20%, including NR, RR)",C,C,C,C,C,C,C,C,2025-01-01,E5
"5th Set Aside: High Unemployment (10%, including NH, RH)",C,C,C,C,C,C,C,C,2025-01-01,E5
"5th Set Aside: Infrastructure (2%, including RI)",C,C,C,C,C,C,C,C,2025-01-01,E5
1st,C,2022-02-01,C,C,2022-11-08,C,C,C,2025-02-01,E1
2nd,2023-04-01,2012-10-15,2023-04-01,2023-04-01,2020-04-22,2023-04-01,2023-04-01,2023-04-01,2025-02-01,E2
3rd,2022-12-01,2012-12-15,2022-12-01,2022-12-01,2020-07-01,2022-12-01,2022-12-01,2022-12-01,2025-02-01,E3
Other Workers,2020-12-08,2012-12-15,2020-12-08,2020-12-08,2017-01-01,2020-12-08,2020-12-08,2020-12-08,2025-02-01,E3_U
4th,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2025-02-01,E4
Certain Religious Workers,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2025-02-01,E4_R
"5th Unreserved (including C5, T5, I5, R5, NU, RU)",C,2022-01-01,C,C,2016-07-15,C,C,C,2025-02-01,E5
"5th Set Aside: Rural (20%, including NR, RR)",C,C,C,C,C,C,C,C,2025-02-01,E5
"5th Set Aside: High Unemployment (10%, including NH, RH)",C,C,C,C,C,C,C,C,2025-02-01,E5
"5th Set Aside: Infrastructure (2%, including RI)",C,C,C,C,C,C,C,C,2025-02-01,E5
1st,C,2022-02-01,C,C,2022-11-08,C,C,C,2025-03-01,E1
2nd,2023-05-15,2012-12-01,2023-05-15,2023-05-15,2020-05-08,2023-05-15,2023-05-15,2023-05-15,2025-03-01,E2
3rd,2022-12-01,2013-02-01,2022-12-01,2022-12-01,2020-08-01,2022-12-01,2022-12-01,2022-12-01,2025-03-01,E3
Other Workers,2021-02-01,2013-02-01,2021-02-01,2021-01-15,2017-01-01,2021-02-01,2021-02-01,2021-02-01,2025-03-01,E3_U
4th,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2025-03-01,E4
Certain Religious Workers,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2019-08-01,2025-03-01,E4_R
"5th Unreserved (including C5, T5, I5, R5, NU, RU)",C,2022-01-01,C,C,2016-07-15,C,C,C,2025-03-01,E5
"5th Set Aside: Rural (20%, including NR, RR)",C,C,C,C,C,C,C,C,2025-03-01,E5
"5th Set Aside: High Unemployment (10%, including NH, RH)",C,C,C,C,C,C,C,C,2025-03-01,E5
"5th Set Aside: Infrastructure (2%, including RI)",C,C,C,C,C,C,C,C,2025-03-01,E5
1st,C,2022-02-15,C,C,2022-11-08,C,C,C,2025-04-01,E1
2nd,2023-06-22,2013-01-01,2023-06-22,2023-06-22,2020-10-01,2023-06-22,2023-06-22,2023-06-22,2025-04-01,E2
3rd,2023-01-01,2013-04-01,2023-01-01,2023-01-01,2020-11-01,2023-01-01,2023-01-01,2023-01-01,2025-04-01,E3
Other Workers,2021-05-22,2013-04-01,2021-05-22,2021-05-22,2017-04-01,2021-05-22,2021-05-22,2021-05-22,2025-04-01,E3_U
4th,U,U,U,U,U,U,U,U,2025-04-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2025-04-01,E4_R
"5th Unreserved (including C5, T5, I5, R5, NU, RU)",C,2019-11-01,C,C,2014-01-22,C,C,C,2025-04-01,E5
"5th Set Aside: Rural (20%, including NR, RR)",C,C,C,C,C,C,C,C,2025-04-01,E5
"5th Set Aside: High Unemployment (10%, including NH, RH)",C,C,C,C,C,C,C,C,2025-04-01,E5
"5th Set Aside: Infrastructure (2%, including RI)",C,C,C,C,C,C,C,C,2025-04-01,E5
